id	text	hate label	hate target	topic	factual verifiable binary	check-worthy binary
942	Rosja - wojna o tradycyjne społeczeństwo  ❗️ Rosyjski rząd wprowadził zmiany do Jednolitego Rejestru Informacji Zakazanych Roskomnadzoru  Zgodnie z zatwierdzonymi zmianami, do rejestru mogą zostać dodane strony internetowe lub strony witryn za promowanie LGBT, pedofilii i zmiany płci.  Przykład tego, jak należy walczyć z rozprzestrzenianiem się homoseksualizmu dla zachowania tradycyjnego społeczeństwa w każdym kraju.  <url>	0	NONE	{'LGBT+'}	1	1
1020	#migranci – tu lądują; następnie wnioski o azyl kierowane są gdzie indziej: - Niemcy: 190 544 - Francja: 120 685 - Hiszpania: 65 295 - Włochy: 53 610 - Austria: 39 900 Dość kłamstw na temat kobiet, mężczyzn i dzieci.  pomyśl o prawdziwych sytuacjach kryzysowych: pracy, opiece społecznej, środowisku <url>	0	NONE	MIGRANTS	1	1
77998	Napad na PKO Bank Polski w Przemyślu. Zatrzymano młodą obywatelkę Ukrainy [ZDJĘCIA] | Przemyśl Nasze Miasto <url>  🤡🤡🤡🤔 ... ukraińskie mikołajki ... 🤷	0				
279431	dobrze że go jeszcze nie zjedli 👈🏿	0				
80944	Londyn sponsoruje to na co Rosja, Chiny, Indie niekoniecznie chcą przystać. Nie na warunkach zachodu. To wyjątkowe rozdanie i dlatego nie może się udać. Zachód, globaliści zapominają o jednym małym szczególe. Od samego początku są skazani na porażkę. Choć tak, bitwy wygrywają. Uzbrojcie się w cierpliwość. Pamiętacie poczciwe teksty z filmów? Nie ważne kto wygra, ważne kto przetrwa!!	0				
7	🇸🇦Kuzyn władcy Arabii Saudyjskiej zagroził USA dżihadem  Gniew mężczyzny wywołany informacją, że Biden przygotowuje odpowiedź na cięcia ropy przez OPEC+   *Ogłoszenie Dżihadu to wypowiedzenie wojny  👍 dołącz do nas: <url> 💬 nasz czat: <url>	0	NONE	{'MUSLIMS'}	1	1
1060	Pisałem i przepisywałem, że #spalarnia jest propozycją antyeuropejską: UE wyeliminowałaby wyłączenie spalania z płatności za CO2 nie później niż w 2028 r., ponieważ jest to szkodliwe i czyni je jeszcze mniej wygodnym. Udowodniono mi, że się myliłem: dzisiaj głosowali. od 2026 roku! <url>	0	NONE	NONE	1	1
559	Już wszystko jest możliwe. Ludzie, módlmy się bo przyszły straszne czasy. Nie wiadomo już kto jest kim.  Telegram Channel  👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻:  <url> Zmotywuj mnie i postaw kawę! Dziękuję ☕️🤗 <url> Wsparcie spoza Polski <url>	0	NONE	NONE	0	0
122964	Żeby to tylko Braun cały sejm to Żydy.	1				
65376	Beka jak rzeka	0				
333	Nic niezwykłego, tylko zdjęcie transpłciowej amerykańskiej admirała Rachel Levin i zastępcy asystenta sekretarza ds. energii jądrowej Sama Brintona w ambasadzie francuskiej na przyjęciu z okazji Dnia Bastylii  ‼️‼️‼️👇👇👇👇 <url>	0	NONE	{'LGBT+'}	1	0
93501	Ludzie bez własnego zdania..	0				
1574	<photo>  <url> 💢Max Kolonko jak zwykle wymiata💢	0				
895	Znowu dyskusja idzie w stronę ubliżania innym wyznaniom. Czy nie potrafią Państwo rozmawiać bez tych obsesji? Dlaczego jako chrześcijanie nie skupiacie się na jedności w Chrystusie by sprzeciwić się systemowi antychrysta, ale ciągle tylko mącicie i skłócacie chrześcijan? Proszę zaprzestać tej praktyki. Dla mnie wyznanie katolickie jest najprawdziwsze, mimo to czy prowokuję odstępców? Nie, bo mamy wspólnego wroga: szatana i wspólnego Boga: Chrystusa!	0	NONE	{'CHRISTIANS'}	0	0
542	Lekarz Stanford Children: „Zapotrzebowanie na operacje transpłciowe wzrosło pięciokrotnie”	0	NONE	{'LGBT+'}	1	1
1034	bolzga gurom	0				
398	<photo>  W Brazylii toczy się dochodzenie przeciwko Volkswagen z powodu wykorzystywania pracy niewolniczej, handlu ludźmi, gwałceniu kobiet, maltretowaniu i systematycznego łamania praw człowieka w setkach przypadków. Sprawy miały miejsce w latach <number> - za wiedzą zarządu w niemczech.  🔵Dołącz do <url>  Pełny artykuł 👇 Setki innych #wiadomości, nie publikowanych w Polsce 👉pobierz darmową aplikacje👇 <url>	0	NONE	{'WOMEN'}	1	1
122	😭 „Transpłciowe kobiety” nie są wypuszczane z Ukrainy 🤢  Brytyjski dziennik „The Guardian” alarmuje, że na Ukrainie dochodzi do dyskryminacji „transpłciowych kobiet”, choć ukraińskie prawo uregulowało już ich status. Ukraińscy pogranicznicy w związku z trwającą wojną nie wypuszczają ich jednak z kraju, bo ich zdaniem jako mężczyźni powinni brać udział w walkach (czytaj dalej...)  👍dołącz do nas i podziel się z przyjaciółmi ❤️ <url> 👍	0	NONE	{'WOMEN', 'LGBT+'}	1	1
720	<photo>  🥳 Mamy nową rocznicę: ponad 60 tysięcy martwych orków💪🏻   📰 KANAŁ: <url>  🗣️ GRUPA: <url>  💊 BUDZIK: <url>  💰 HELP: <url>	0	NONE	NONE	0	0
1930	<photo>  Kwadrat i kompasy ukryte w logo Amazona.  Nie możesz zarobić 200 miliardów dolarów, nie będąc w klubie.  #masoneria #symbole	0				
34629	Dla złodziei zawsze mało	0				
102979	🔴🔴🔴W tej chwili Trump - DeSantis🔴 <url>	0				
614	<photo>  W czasach wyścigu szczurów karier i pieniędzy zapominamy o pięknie otaczającego nas świata i tym co w życiu jest najważniejsze.  Rodzina stanowi podstawową komórkę narodu, a założenie jej stanowi najważniejszy cel dla każdego z nas. Ważnym jest by poświęcać jej jak najwięcej tej niewielkiej ilości czasu, którą nam dano.   Ostatecznie, najważniejszym celem naszej walki jest to by nasi potomkowie mogli wyrosnąć i egzystować w lepszym świecie niż my.  Tylko w Chrystusie odnajdziesz zbawienie.  Tylko zakładając rodzinę i wychowując przyszłe pokolenia Polaków osiągniesz spełnienie.   Walcz, kochaj, ciesz się prostym życiem!	0				
585	"Washington Post: Gotowość zwykłych Niemców do pomocy Ukrainie słabnie wprost proporcjonalnie do liczby ukraińskich uchodźców w kraju  ""Wraz ze wzrostem zrozumienia dla finansowych i społecznych obciążeń związanych z przyjmowaniem migrantów, maleje gościnność Niemców wobec nowych ukraińskich uchodźców"" - napisała gazeta.  <url>"	0	NONE	{'MIGRANTS'}	1	0
208	Kaminski to pies zydowski pies szczeka ...	1	Jewish	{'JEWS'}	0	0
628	"<photo>  🌈 San Francisco będzie płacić osobom transpłciowym 1200 dolarów miesięcznie  ➡️ Administracja San Francisco uruchomiła program ""dochodu gwarantowanego"" dla osób transseksualnych o niskich dochodach. Ogłosił ją burmistrz miasta, London Breed - informuje Fox News.  W ramach programu osoby transgenderowe o niskich dochodach mają zagwarantowane wypłaty w wysokości 1200 dolarów miesięcznie na okres do 18 miesięcy.  🗣Zdaniem Breeda program powinien pomóc zniwelować różnice w dochodach obywateli.  ""Nasze programy gwarantowanego dochodu pozwalają nam pomóc naszym mieszkańcom, gdy najbardziej tego potrzebują w ramach ożywienia gospodarczego naszego miasta i naszych wysiłków na rzecz stworzenia bardziej sprawiedliwego miasta dla wszystkich"" - powiedział burmistrz.  ✅ subskrybujcie nasz kanał na YouTube"	0	NONE	{'LGBT+'}	1	0
981	w ostatnich latach uczciwi mediolańscy handlowcy byli nękani na wszelkie sposoby: najpierw zamknięcie sklepów, potem zerowa pomoc, piekielna biurokracja, podatki od podatków. Natomiast przy Viale Puglie imigranci mogą nielegalnie sprzedawać podrabiane towary, bez ograniczeń i kontroli. (ciąg dalszy)… <url>	0	NONE	MIGRANTS	1	1
27721	<photo>  ⭐️⭐️⭐️ Ukraińscy eksperci już pracują na miejscu tragedii w Polsce - powiedział Dmytro Kuleba, szef MSZ Ukrainy.  „Będziemy kontynuować naszą współpracę w sposób otwarty i konstruktywny, jak to robią bliscy przyjaciele”. ⭐️⭐️⭐️  📰 dołącz:  <url> 🗣 czat:     <url>   🕊 <url>	0				
78097	Też się nie będę kłócić, bo nie ma przecież o co. Pod hostomelem  lądowała dywizja powietrznodesantowa więc to na pewno zawodowe. Fakt, że dużo jednostek zostało ściągniętych z dalekiego wschodu z nienajnowoczesniejszym sprzętem	0				
75882	Nie uzbierają takiej ilości do nagrzania w domu. Taki chrust jest objętościowo mało wydajny, dużo trzeba go nazbierać na lesnie przeliczniki objętości tzn kubik. Wynika stąd, że nasz rząd ma nas w dupie bo pod drzewami nie ma takiej ilości opału w postaci gałęzi. Ja współczuję sąsiadowi...	0				
51716	Co za idiota ten znak tak zamotował 👀	0				
745	Brak argumentów, stosujemy szablon. Smutne. Być może  masz chore dziecko i zbierasz komentarzami na operację. Wtedy współczuję, że zostałeś zmuszony do tak podłej pracy. Mimo wszystko nie chcę widzieć w tobie degenerata.	0	NONE	NONE	0	0
171	"Niech się pobawi w wojnę, bo jeszcze jej nie widział, - był zajęty skakaniem i szczekaniem o zabijaniu Ruskich, pod kierownictwem banderowców- nauczycieli. Durne ciele zobaczy wkrótce, czym śmierdzi wojna i jak to się sończy dla takich jak on. Może zdąży zrozumieć, przez co przeszły dzieci Donbasu przez OSIEM lat wojny. Bo tyle trwa, a nie 2 miesiące ""inwazji""."	1	No target	NONE	0	0
47458	Są zdjęcia w strojach z loży, Putina widziałem gdzieś.	0				
41250	Ale jeszcze wiele orków zdechnie	1				
21	🔴🔴🔴Starlink UPADŁ. Rosyjskie lasery celują w satelity NATO Dalej.🔴 <url>	0	NONE	NONE	1	1
246225	Kolejny troll na dyżurze.	0				
3562	Moja dentystka mowi, ze bez fluoru jest ok. Byla na jakims wykladzie gdzie mowili ze te drogeryjne pasty sa jak domestos i zabijaja wszystko - i dobre i zle bakterie. Sama poleca zlota paste ale droga jest	0				
79064	"dr. Rubas - „wielka zbrodnia ...”..."" <url>"	0				
308	Kanadyjski dziennikarz i aktywista ruchu LGBTQWERTY, Adam Zivo, ostrzega przed skutkami ewentualnej przegranej Ukrainy w wojnie z Rosją. Byłaby ona więc „:ogromnym ciosem dla praw LGBTQ”, bo w ostatnich latach Ukraina miała poczynić duże postępy w kwestii realizacji postulatów środowisk mniejszości seksualnych.  <url>	1	LGBT+	{'LGBT+'}	1	1
627	Amerykańskie Towarzystwo Psychiatryczne podjęło decyzję o wykreśleniu homoseksualizmu z listy chorób w 1973 roku po głosowaniu (LOL). Wywiady przeprowadzone z 2500 amerykańskimi psychiatrami w roku 1977 wykazały, że 69% z nich uważało homoseksualizm raczej za ‚patologiczną adaptację’ niż za ‚normalny wariant’ seksualności.  Na całym świecie wszystkie narody i rasy muszą dążyć do wprowadzenia bezwzględnego Zakazu Pedałowania.  #TęczowyPiątek #StopLGBT #StopDewiacjom #StopZwyrolom  <url>	1	LGBT+	{'LGBT+'}	1	1
38003	<video>  🔥Lewicowi nauczyciele ścigają twoje dzieci! Dołącz do nas👉 @<user>	1				
9	Działaczki Młodzieży Wszechpolskiej spaliły flagę Strajku Kobiet,  „w imieniu wszystkich kobiet odrzucających feministyczne bzdury”.  🤡🤡🤡🤔	0	NONE	{'WOMEN'}	1	0
72038	Maciej,my kochamy matke Jezusa Pana ale czcimy wyłącznie Boga,bo ona to tylko człowiek,wiec nie jest wszechobecną jak Bog by slyszec modlitwy i wszechmocną by pomóc.W niebie na tronie Jan nie widzi Maryi ale wylacznie zBoga i Baranka Jezusa.Marii tam nie ma,nie ma.	0				
448	Angole !? Na h....Wam król? Borys był kol	1	Ethnicity/ Origin: other	NONE	0	0
119	Na Ukrainie szaleją neonaziści, ale nazizm nie jest już „złem absolutnym” (dla Zachodu).  Tydzień temu Zgromadzenie Ogólne ONZ uchwaliło wniosek Rosji potępiający próby gloryfikowania nazistowskiej ideologii i późniejsze negowanie nazistowskich zbrodni wojennych, w tym Holokaustu. Rezolucja odnotowuje również i potępia wzrost ataków rasistowskich na całym świecie oraz proponuje zastosowanie Międzynarodowej Konwencji w sprawie Eliminacji Wszelkich Form Dyskryminacji Rasowej przyjętej przez ONZ w 1969 roku, ale w praktyce nigdy nie wdrożonej. ❤️❤️❤️ @<user>  Więcej : <url>	0	NONE	{'JEWS'}	1	1
67267	Oczywiście powinny śpiewać piosenkę na cześć Putlera w podzięce za to, że teraz mieszkają w kontenerach bo musiały porzucić swoje domy we wschodniej Ukrainie, które potem rozjebała ruska artyleria.   Dorosną to wrócą tam i wyrżną skurwysynów, którzy tego dokonali za zasrane 200 tyś. rubli żołdu od Putlera.	1				
134693	Не добавляй ярких красок шизофрении для своей необразованности 🤣🤣🤣🤣	0				
508	WHO zamierza wprowadzić „trzecią płeć.   Według The New York Post Światowa Organizacja Zdrowia planuje zaktualizować swoje wytyczne dotyczące płci, aby zadeklarować, że „płeć nie ogranicza się do mężczyzn ani kobiet”.   Zaktualizowane wytyczne „wyjdą poza podejścia niebinarne”, aby uznać, że „płeć nie ogranicza się do mężczyzn ani kobiet”, zgodnie z raportem WHO.  👇👇👇‼️‼️‼️ <url>	0	NONE	{'LGBT+', 'WOMEN'}	1	1
880	Cygańskie szkoły są głupie	1	Ethnicity/ Origin: romani	{'ROMANI'}	0	0
561	"<photo>  ⚡️We Francji na sekretarz stanu przy MSZ złożono trzy skargi oskarżające ją o gwałt. 46-letnia Zacharopoulou pracowała jako ginekolog, zanim w 2019 r. została posłem do Parlamentu Europejskiego (a w 2022 r. sekretarz stanu ds. rozwoju, frankofonii i partnerstw międzynarodowych).   ""Me to"" zaczyna działać w obie strony. Mam nadzieję, że wśród tych kobiet nie ma Brigitte Macron. Nie chciałbym tego widzieć ani sobie wyobrażać..."	0	NONE	{'WOMEN'}	1	1
148819	<video>  Лапотные ваньки недовольны помощью тыла🇷🇺💩🐷☠	0				
248	Bałwan jak bałwan. Antyludzka KURWA. Jak każdy korpoaparatczyk.	1	No target	NONE	0	0
196275	Ej Ukraina. Wy w ogóle macie coś takiego jak szczepionki u siebie? Mieliście jakieś jazdy z Covid/Malpia Ospa ?	0				
159150	"Wiesz Sylwia po czym poznać rasistę?  ""Nie jestem rasistą ale..""  Sylwia. Jesteś ograniczoną Karyną która dokarmia w sobie chore uczucia jak nienawiść do Ukraińców.  Bez urazy, ale jesteś kretynką. Tak obiektywnie."	1				
31723	<photo>  Szczepionki COVID zniszczone w Transbaikalia, aby ukryć zakłócenia w szczepieniach  W Transbaikalii wszczęto sprawę karną w związku ze zniszczeniem partii »szczepionki« przeciwko koronawirusowi o wartości prawie 1,5 mln rubli (ok. 92 500 zł) – poinformowała służba prasowa regionalnego wydziału FSB.…  <url>	0				
626	"⚡️Jeszcze jeden ""oops!"" dla USA: Chiny i Arabia Saudyjska zamierzają rozwijać współpracę i koordynację w dziedzinie obrony - wspólne oświadczenie stron.  ""Obie strony potwierdziły zamiar rozwijania współpracy i koordynacji w sferze obronnej, zwiększenia wymiany informacji i doświadczeń w walce z przestępczością zorganizowaną i działalnością terrorystyczną"".  Na świecie nie istnieje bliższej współpracy niż współpraca mająca wymiar militarny. Oczywiście, o zakupach chińskich myśliwców piątego pokolenia nie ma mowy (przynajmniej na razie), ale fundamenty przyszłego sojuszu zostały ustanowione."	0	NONE	NONE	1	1
47430	"50 lat twoi koledzy z Moskwy nam ""pomagali"" i daliśmy radę to damy miesiąc i tutaj"	0				
74	#Liban  Minister Spraw Wewnętrznych sędzia Bassam Mawlawi wysłał list do Generalnej Dyrekcji Sił Bezpieczeństwa Wewnętrznego i Generalnej Dyrekcji Bezpieczeństwa Publicznego w celu wprowadzenia zakazu wszelkich zgromadzeń mających na celu promowanie homoseksualizmu lub LGBT.	0	NONE	{'LGBT+'}	1	1
80609	Dlatego że poldka pierwsza zeczela w imię USA	0				
102629	Ktoś ma fotki sany?	0				
92987	🔴🔴🔴Urzędnik LPR mówi, że Elon Musk zachował status sponsora terroryzmu „Piżmo, teraz oficjalnie, zachował status sponsora reżimu terrorystycznego, cały czas ponosząc straty” – powiedział Miroshnik TA.🔴 <url>	0				
560	"Przeciwko masowej imigracji! Przeciwko multirasowemu szaleństwu!  ""Dla dobra wszystkich – i Białych i Kolorowych – rozdział cywilizacyjno-kulturowy musi zostać zachowany, a każdy winien żyć tam, gdzie umieściła go ręka Najwyższego. Europa dla Europejczyków, Azja dla Azjatów, Afryka dla Afrykańczyków!""  Wstąp do NOP: <url> Wesprzyj NOP finansowo: <url> Historia NOP: <url> Sklep nacjonalistyczny: <url> Najstarszy i najlepszy portal nacjonalistyczny w Polsce: <url>  #NOP #nacjonalizm #Polska #Poland #nationalism #ThirdPosition"	0	NONE	{'POC', 'MIGRANTS'}	0	0
53756	w u$$@ juz odpalili ledy fioletowe i niebieskie na ulicach by modyfikowac genom mRNA zaszprycowanym bialkjem kolca  czas pokaże jak to wszystko będzie MUTOWAĆ  a w grobah niewiadomo co się rozwija za bialko kolca z trupa zjedzonego przez ten że ksenobot z mRNA i NIESMIERTELNYM genem henrietty lacks	1				
303	Oczywiście...	0	NONE	NONE	0	0
765	"Zoofile uważają, że dopuszczalna jest intymność seksualna ze zwierzęciem i chcą, by tęczowy ruch LGTBQ+ dodał do swojej nazwy literę ""Z"".  <url> #zoofilia #LGBTQ"	0	NONE	{'LGBT+'}	1	1
287	"USA muszą wycofać się z NATO!  Biden został poturbowany przez swoich!  Wystąpienia z Sojuszu domaga się były kandydat na prezydenta Bernie Sanders, jeden z liderów amerykańskich demokratycznych socjalistów.  ""To USA i blok północnoatlantycki podżegały do rosyjskiej inwazji na Ukrainę"" - napisano w oświadczeniu Demokratycznych Socjalistów opublikowanym w nocy na stronie internetowej DSA, największej amerykańskiej organizacji socjalistycznej.  Oświadczenie DSA oznacza rozłam w amerykańskiej Partii Demokratycznej, której lider walczy z Białego Domu o wolność Ukrainy do ostatniego banderowca.  DSA domagało się ""zakończenia imperialistycznego ekspansjonizmu, który położył podwaliny pod ten konflikt"", zakończenia prób ""budowania nowego świata poprzez antyutopijną transformację opartą na militaryzmie, imperializmie i wojnie""."	0	NONE	NONE	1	1
5	<video>  Analityk polityczny Alif Sabbah powiedział w wywiadzie dla izraelskiego kanału i24 News: 🔹Terrorystyczne szkolenia i ataki z północnego Iraku odbywają się w obecności izraelskich oficerów Mossadu. 🔹 Ten plan jest finansowany przez Arabię Saudyjską, a USA odpowiada za wsparcie wywiadowcze i satelitarne dla antyirańskich planów.  🤡🤡🤡🤔 ... proxy war ... agenda 2030 ... 🤷	0	NONE	NONE	1	0
234348	Jeszcze się ze mną trochę pomęczycie :)	0				
6131	Tak samo jak nic po patologicznym lenistwie  do tego stopnia żeby nie przepisać tego w wyszukiwarkę	0				
17284	<photo>  Siły Zbrojne Ukrainy wystrzeliły wieczorem sześć kolejnych pocisków artyleryjskich w kierunku Zaporoskiej Elektrowni Atomowej. Łącznie w ciągu dnia odnotowano dziesięć uderzeń.  Do wybuchów doszło w pobliżu magazynu odpadów jądrowych, utworzonego na terytorium elektrowni przez ukraińskie władze we współpracy z amerykańską korporacją Westinghouse. Ostrzał, nawiasem mówiąc, był prowadzony z użyciem amerykańskich haubic M777, jedną z których w okolicy elektrowni armia rosyjska właśnie zniszczyła.  W tej chwili (przynajmniej) tło promieniowania jest w normie. Nie doszło do uszkodzenia infrastruktury ani kluczowych węzłów. Ale to kolejny dowód na to, że trzeba wreszcie odebrać małpie granat. ‼️‼️‼️👇👇👇 <url>	0				
636	🇺🇦❌Tym czasem.. Panie z Ukrainy które musiały tymczasowo podjąć pracę w najstarszym zawodzie świata odmawiają obsługiwania czarnych i kolorowych mężczyzn.   Podobno to nowa twarz europejskiego rasizmu 🤷🏻‍♀️	0	NONE	{'POC', 'WOMEN'}	1	0
85015	To da rade	0				
727	A wy wolicie powszednie dni rosyjskiej armii, kiedy rabują ukraińskie domy, gwałcą kobiety i dzieci, piją wódkę i rąbią psy.	0	NONE	{'WOMEN'}	0	0
6524	Zaznaczyłam punkt 1	0				
2306	A ja widzę sens, bo np są tam ² kobiety na zdjęciu i wyglądają jak te matki co do PL wlazły. A przecież był przypadek, że cwaniaczki zabiły rodziców i sobie 2 dzieci wzięło dla zmyłki	1				
885	Oto poziom europejskiej propagandy <url>   Obywatele Ukrainy – patrzcie, jak wasze władze srają wam do uszu.   Wszyscy wasi „zahystnyky” poddają się, a potem idą do aresztu śledczego. Ci, którzy wczoraj się poddali, zostali już umieszczeni w celach i są przesłuchiwani. Naziści z „Azowa” nie podlegają żadnej wymianie.  <url>	0	NONE	NONE	1	1
1069	#marmolada osuwisko przytłacza kilka grup alpinistów. 6 osób straciło życie, 8 zostało rannych, wielu zaginęło. dzisiejsze temperatury stanowią realne zagrożenie. Jak długo pozostaniemy ślepi, głusi, współsprawcy? to #climateemergency i nie. nie robimy wystarczająco dużo. <url>	0	NONE	NONE	1	1
325	<photo>  Elin Krantz, szwedzka działaczka antyrasistowska przed i po gwałcie przez etiopskiego imigrant w 2010 roku	0	NONE	{'MIGRANTS','POC','WOMEN'}	1	0
107927	Rotchshildow	0				
587	No przeciez,muszą miec czym ostrzeliwac cywili i największą elektrownię atomową w Europie. Śmiało amerykany (rząd) wincy ołowiu,prEciez ro wam na rękę.	0	NONE	NONE	0	0
999	nie, 29 tysięcy wyładunków w ciągu sześciu miesięcy nie stanowi dla Włoch stanu nadzwyczajnego i nie, nie osiągnęliśmy żadnych limitów przyjmowania.  uważaj na swoje liczby. @<user> #migrants #erdogan #draghi <url>	0	NONE	MIGRANTS	1	1
811	"Wyobraź sobie ""europejski"" kraj otwarcie świętujący dywizję najbardziej brutalnych i bezlitosnych morderców Nazistów, SS? Wyobraź sobie, że pozwala się im na coroczną paradę przez duże miasto, nazywając dywizję ""galicyjską"" bohaterami? Wyobraź sobie, że policja ich pilnuje? Witamy na Ukrainie   👍dołącz do nas: <url> 💬 nasz czat: <url>"	0	NONE	NONE	0	0
1010	ciągle mówią o migrantach lądujących we Włoszech! 1) nie są to migranci, ale nielegalni imigranci 2) tg5 mówi, że za wejście na łódź płacą do 9000 euro, dlaczego nie popłyną promem za 90 euro? co za dobrzy ludzie!🤬🤬🤬💩💣💣💩	1	MIGRANTS	MIGRANTS	1	1
63561	<video>  #NEIOH  To jest statek-matka. Widma Światła są częścią Komunikatu. To są części widoczne w chmurach. Na burzę wpływa Wysoka Częstotliwość Wibracyjna Rzemiosła.  Widoczne Duże Światło jest Obdarzone i pokrywa obszar z wysoką częstotliwością uzdrawiającego światła. Wszyscy, którzy oglądają coś z tej Wielkości, otrzymują to samo Uzdrawiające Światło, czy to osobiście, czy na wideo.  ŹRÓDŁO (<url>)  💜🔮💜 Źródło  #ElysianVibes  ♾ #ElysianParadise2 w    @AmerykańskiWyjątek🇺🇸	0				
502	W Wilnie zdemontowano pomnik żołnierzy radzieckich na cmentarzu wojskowym na Antokolu  ✅dołącz do nas i podaj dalej @<user>	0	NONE	NONE	1	0
491	"Jeden z charakterystycznych markerów ""ISISyzacji"" ukraińskich sił zbrojnych. Niedobór wojskowych pojazdów, spowodowany stratami i awariami, prowadzi do coraz częstszego stosowania improwizowanych wyrzutni rakietowych montowanych na pickupach.   Ale jeśli ISIS, Al-Nusra i inne grupy terrorystyczne używały takich pojazdów po prostu dlatego, że nie miały wystarczającej ilości trofiejnych pojazdów opancerzonych i normalnych systemów artyleryjskich do wyposażenia swoich brygad, to Siły Zbrojne Ukrainy wręcz przeciwnie, znajdują się w stanie stopniowej degradacji. Przy czym gdyby nie zachodnie dostawy broni, ukraińskie wojsko znacznie szybciej spadłoby do poziomu żebraków na ""dżihad-mobilach""."	0	NONE	{'MUSLIMS'}	1	0
734	Każdy homoseksualista jest potencjalnym pedofilem”.   Przeciwnicy związków pedałów sprzeciwiają się marszowi LGBT w Rydze	1	LGBT+	{'LGBT+'}	1	1
2038	"<document>  Ludzie nie mogą powiedzieć, że nie otrzymali zawiadomienia. W niektórych książkach i filmach, takich jak ""Czarnoksiężnik z krainy Oz"" (1939), ""Matrix"" (1998), ""V jak Vendetta"" (17 marca 2006) czy ""Truman Show"" (1998) z Jimem Carreyem w roli głównej, Truman (Carrey) odkrywa prawdę i znajduje sposób na wydostanie się z korporacji, która miała zadbać o wszystkie jego potrzeby od kołyski po grób w zamian za życie w fikcyjnym świecie."	0				
708	<video>  👉Izraelskie siły powietrzne atakują sklepy z bronią, magazyny i stanowiska ogniowe grupy Islamskiego Dżihadu w Strefie Gazy  ❗Palestyński Islamski Dżihad, rozpoczynają masową mobilizację ( info w mediach społecznościowych) na zachodnim brzegu! W momencie, gdy izraelskie Samoloty wojenne zbombardowały teren w zachodniej prowincji Chan Yunis, w południowej strefie Gazy.  👉Hebrajskie Media: ogień przeciwlotniczy palestyńskiego ruchu oporu został ostrzelany przez izraelskie samoloty bojowe, które rozpoczęły nalot na Strefę Gazy.  👉Izrael wprowadza specjalne restrykcje dla mieszkańców w promieniu 80 kilometrów od Strefy Gazy spodziewając się odwetowych ataków rakietowych.   <url> <url>	0	NONE	{'MUSLIMS'}	1	1
124262	<video>  😷Protest w maseczkach przed polskim konsulatem w Grodnie.  Wczoraj przed polskim konsulatem w Grodnie odbyła się kolejna całkiem spora pikieta przeciwko polityce władz w Warszawie.  Co interesujące wielu uczestników pikiety założyła maseczki higieniczne, ciemne okulary czy kurtki z kapturem.  Nie trudno się domyśleć kto z nich ostatnio składał wiosek o polską wizę.  | DOŁĄCZ DO NAS | 👍	0				
23351	<video>  ‼️ Spakowałbym babcię i zabrałbym ją stamtąd natychmiast!   Mężczyzna jest zszokowany tym, że chcą odebrać urządzenia elektryczne seniorom w domu opieki.  👉 dołącz do nas @<user>	0				
937	Tak wygląda słynne wsparcie lewicy dla Ukrainy.  Nie dziwią nas takie pomysły szczecińskiego szlaufa, gwałcenie kobiet to w końcu jedna z głównych antyfaszystowskich tradycji.	1	Other	{'WOMEN'}	0	0
44525	A i jeszcze jedno. Wpierdalanie się w obce sprawy jest niegodne dziennikarza. Te ścierwo w spódnicy powinno zapierdalać z kamerą lub telefonem i relacjonować wydarzenie. Mi się to nie mieści w głowie jak można to było zrobić. Dla Was to jest niepojęte jak ktoś może być nietykalny. Ale tak, poseł, ambasador to osoby NIETYKALNE. Tak jest od starożytnej Grecji. Piękny zwyczaj, tradycja i powód do przynależności społeczeństwa, gdzie ludzi się szanuje BEZ WZGLĘDU na pochodzenie, wiarę, narodowość czy sytuację polityczną. Szacunek dla drugiego człowieka. Tego nie umiecie.	0				
11066	<video>  Jak został ranny felczer kompanii. Od pierwszej osoby  Wład Merkuszow, 19-letni felczer kompanii NM DRL, wyruszył się na pomoc rannym rosyjskim żołnierzom i sam znalazł się pod ostrzałem, udzielił sobie pierwszej pomocy i czekał na ewakuację. Przeżył. Przygotowuje się  zostać chirurgiem wojskowym.  Subskrybuj kanał: <url>	0				
3845	Porannik Nowego Świata   <number>   Boska Istota	0				
98935	BOGDAN OK MASZ RACJĘ....MOZE TO JAKAS SZYDERA TE GIFY ALE PRZYZNAJ TYLE CO TERYTORIALNIE DAŁ POLSCE PO WOJNIE STALIN NO TO.....SZCZECIN ZIEMIE ZACHODNIE....UPRZEMYSLOWIONE....GDAŃSK DŁUGO BY WYMIENIAĆ I ISTOTNE JEST TO ZE UZBROJONE I UPRZEMYSŁOWIONE.....WYSTARCZY KARGULA I PAWLAKA OBEJRZEC....TAK TYLKO GLOSNO MYSLE POZDRAWIAM....ALE OK NIE TRZEBA GIFÓW TAKICH UŻYWAĆ Z MOJEJ STRONY TO BYŁA SZYDERA NA BANDEROWCÓW,,,,	1				
48161	❗️❗️„Jeśli gdzieś zgasły światła, gdzieś toaleta nie działa, obwiniają o wszystko Rosję”.   ✅ dołącz do nas i podaj dalej @<user>	0				
